Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Ave_Wtransfer_Time_Minutes,Episode_Length_Minutes,Abandonment Rate,Total_Cost,Cost_Per_Answered_Call,A&E_Referral_Rate,PrimaryCare_Referral_Rate,Answered_60sec_Rate,Callback_10min_Compliance,Rank_Answered_60sec,Rank_Callback_Compliance,Combined_Rank,Calls_Offered_Per_1k,Calls_Answered_60sec_Per_1k,Ambulance_Dispatches_Per_1k
2015-16,Jun-15,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,702300,15281,15281,0,109,14961,14961,0,14116,13582,11,1,1,1366,3530,1429,00:00:14,2101,784,00:13:10,1311,1362,8121,5984,1853,284,322,2466,145,763,1558,79851.0,30323.0,7921.0,4826.0,0.23,13.17,0.007133041031346116,12747.0,0.8520152396230198,0.09103669540806096,0.5428113094044515,94.3519818193971,37.3155640171347,287,308,297.5,21.758507760216432,20.09967250462765,1.8667236223835968
2015-16,Jun-15,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,268900,4738,4738,0,23,4715,4715,0,4524,3901,191,161,23,439,1053,493,00:00:58,560,213,00:14:01,382,436,2464,1709,427,328,52,567,49,327,191,136636.5,42133.0,7921.0,4826.0,0.97,14.02,0.0048543689320388345,12747.0,2.7034994697773063,0.09247083775185579,0.5225874867444327,95.94909862142099,38.035714285714285,181,298,239.5,17.61993306061733,16.82409817776125,1.4206024544440312
2015-16,Jun-15,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1044200,17824,17824,0,133,17439,17439,0,16491,15635,6,0,0,1798,3931,1624,00:00:30,2307,817,00:13:11,1696,1565,8213,5450,2036,727,415,3746,195,871,2680,86761.0,34327.0,7921.0,4826.0,0.5,13.18,0.007461849192100538,12747.0,0.730947875451574,0.08974138425368428,0.47095590343482996,94.56390848099088,35.41395752058951,273,331,302.0,17.069526910553535,15.79295154185022,1.6242099214709826
2015-16,Jun-15,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4618700,71421,70363,1058,110,70803,69859,944,69991,63983,0,0,0,6820,18324,7331,00:00:42,10993,5952,00:14:05,6200,4898,35784,25064,8132,2588,3885,13216,745,4731,7740,362225.6333,266621.7,7921.0,4826.0,0.7,14.08,0.0015401632573052743,12747.0,0.18003474429049618,0.06917785969521066,0.505402313461294,98.85315593972007,54.14354589284089,11,105,58.0,15.463442094095742,15.15383116461342,1.3423690648883884
2015-16,Jun-15,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,317000,3881,3881,0,12,3869,3869,0,3730,3080,145,86,15,543,920,403,00:00:48,517,196,00:15:58,323,329,1865,1443,337,85,58,505,55,299,151,136636.5,42133.0,7921.0,4826.0,0.8,15.97,0.003091986601391394,12747.0,3.2946497803049883,0.08503489273714138,0.48203670199017834,96.40734039803567,37.9110251450677,144,300,222.0,12.242902208201894,11.766561514195583,1.0189274447949526
2015-16,Jun-15,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,411800,6493,6493,0,38,6455,6455,0,6181,5139,256,75,14,971,1479,587,00:00:51,892,329,00:16:04,540,555,3185,2423,631,131,114,745,51,434,260,136636.5,42133.0,7921.0,4826.0,0.85,16.07,0.005852456491606346,12747.0,1.9747482571649884,0.08597986057319908,0.49341595662277304,95.75522850503486,36.88340807174888,195,312,253.5,15.767362797474503,15.009713453132587,1.3113161728994656
2015-16,Jun-15,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,369000,4017,4017,0,16,4001,4001,0,3844,3268,180,56,25,472,999,361,00:00:52,638,242,00:17:00,326,320,2007,1478,433,96,64,551,67,291,193,136636.5,42133.0,7921.0,4826.0,0.87,17.0,0.003983071944236993,12747.0,3.1859535116220945,0.07998000499875031,0.5016245938515371,96.07598100474881,37.93103448275862,172,299,235.5,10.886178861788618,10.417344173441736,0.8834688346883469
2015-16,Jun-15,111AD4,NORTH WEST LONDON NHS 111,07P,NHS BRENT CCG,1196300,9617,9617,0,75,9542,9542,0,9179,7224,403,204,41,1670,2106,814,00:00:38,1291,487,00:16:30,874,760,4288,3219,900,169,160,1142,131,590,421,136636.5,42133.0,7921.0,4826.0,0.63,16.5,0.007798689820110221,12747.0,1.33588346258646,0.0796478725634039,0.4493816809893104,96.19576608677426,37.72269558481797,163,302,232.5,8.038953439772634,7.672824542338879,0.730585973418039
2015-16,Jun-15,111AD5,NORTH CENTRAL LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,1441000,22414,22414,0,69,21490,21490,0,20883,17302,1347,34,109,0,3683,2460,00:01:42,1223,625,00:11:47,2035,1771,10212,7552,1958,702,451,2833,439,956,1438,136636.5,42133.0,7921.0,4826.0,1.7,11.78,0.0030784331221557957,12747.0,0.5931596091205211,0.08241042345276874,0.4751977664029781,97.17543043275943,51.103843008994275,80,129,104.5,15.554476058292853,14.492019430950728,1.4122137404580153
2015-16,Jun-15,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1021900,17881,15688,2193,398,17483,16188,1295,16743,15199,1411,7,76,0,3784,1023,00:00:30,2766,1760,00:13:09,1536,1598,8737,6678,1829,230,741,2587,183,1052,1352,136636.5,42133.0,7921.0,4826.0,0.5,13.15,0.022258262960684526,12747.0,0.7291082766115655,0.0914030772750672,0.49974260710404395,95.76731682205572,63.62979031091829,194,64,129.0,17.497798219003815,16.384186319600744,1.503082493394657
2015-16,Jun-15,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1755300,22131,22131,0,62,21939,21939,0,21427,18178,0,0,0,3761,5729,3484,00:00:11,2245,1707,00:10:44,1449,2217,10792,8261,1913,618,599,3121,308,1718,1095,83943.0,77665.0,7921.0,4826.0,0.18,10.73,0.0028015001581492027,12747.0,0.5810201011896623,0.10105291945849856,0.4919093851132686,97.6662564383062,76.03563474387528,50,22,36.0,12.608101179285592,12.207030137298467,0.8254999145445223
2015-16,Jun-15,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,884100,12288,12288,0,326,11962,11962,0,11228,9137,475,2,62,0,2281,622,00:00:38,1667,1058,00:13:18,908,1206,5492,4193,892,407,203,1328,120,788,420,136636.5,42133.0,7921.0,4826.0,0.63,13.3,0.026529947916666668,12747.0,1.0656244775121217,0.10081926099314496,0.45912054840327704,93.8639023574653,63.467306538692256,310,65,187.5,13.898880217170003,12.699920823436264,1.0270331410473927
2015-16,Jun-15,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5503900,115893,115893,0,996,114416,114416,0,110935,98561,9522,13,499,5821,21988,4150,00:01:09,17836,3557,00:20:51,9325,7818,61025,38908,8953,13164,3958,16435,1248,5589,9598,810770.0,339361.0,7921.0,4826.0,1.15,20.85,0.008594134244518652,12747.0,0.1114092434624528,0.06832960425115368,0.5333607187805901,96.95759334358831,19.942812289751068,99,512,305.5,21.05652355602391,20.155707770853393,1.6942531659368811
2015-16,Jun-15,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1854600,38241,35271,2970,71,37945,35672,2273,37255,33072,2551,0,75,2247,6102,2424,00:01:39,3678,857,00:22:32,3644,2872,20734,13493,4720,2521,2396,3426,406,1919,1101,136636.5,42133.0,7921.0,4826.0,1.65,22.53,0.0018566460082110824,12747.0,0.33593358808802215,0.07568849650810383,0.5464224535511926,98.18157860060614,23.300706905927136,23,482,252.5,20.61954060174701,20.087889571875337,1.9648441712498652
2015-16,Jun-15,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,525000,11117,11117,0,15,11040,11040,0,10804,8025,517,0,9,2489,1573,743,00:01:25,830,187,00:27:15,748,792,5121,3757,1041,323,466,898,108,552,238,136636.5,42133.0,7921.0,4826.0,1.42,27.25,0.0013492848790141224,12747.0,1.1546195652173914,0.07173913043478261,0.4638586956521739,97.8623188405797,22.53012048192771,36,491,263.5,21.175238095238093,20.579047619047618,1.424761904761905
2015-16,Jun-15,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,904800,17059,17059,0,39,16921,16921,0,16548,15710,947,0,22,242,3143,1290,00:01:27,1853,352,00:22:00,1495,1470,10091,7271,2200,620,794,1860,200,1054,606,136636.5,42133.0,7921.0,4826.0,1.45,22.0,0.00228618324638021,12747.0,0.7533242716151528,0.08687429820932568,0.5963595532178949,97.79563855564092,18.996222342147867,39,516,277.5,18.853890362511052,18.28912466843501,1.6522988505747127
2015-16,Jun-15,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4562700,86970,86970,0,644,85607,85607,0,79359,75007,4289,353,194,5764,22257,13922,00:01:03,8326,6210,00:11:55,8283,6216,48874,38140,7232,3502,302,11332,809,5808,4715,136636.5,42133.0,7921.0,4826.0,1.05,11.92,0.007404852247901575,12747.0,0.1489013748875676,0.07261088462392094,0.570911257257,92.70153141682339,74.58563535911603,342,25,183.5,19.061082253928593,17.392990992175687,1.8153724768229338
2015-16,Jun-15,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,762400,18397,18382,15,1290,16070,16067,3,11379,14609,488,872,70,31,2980,495,00:01:17,2485,407,00:22:32,1682,995,8876,5740,1509,1627,313,2743,268,791,1684,124747.0,23827.0,7921.0,4826.0,1.28,22.53,0.07012012828178507,12747.0,0.7932171748599876,0.06191661481020535,0.5523335407591786,70.80896079651524,16.378269617706238,496,527,511.5,24.1303777544596,14.92523609653725,2.2061909758656872
2015-16,Jun-15,111AE6,BANES & WILTSHIRE NHS 111,99N,NHS WILTSHIRE CCG,664800,11320,11320,0,71,11249,11249,0,10735,9847,480,454,42,426,2511,884,00:00:47,1625,639,00:14:51,1376,849,6306,4422,1186,698,107,1209,126,584,499,136636.5,42133.0,7921.0,4826.0,0.78,14.85,0.00627208480565371,12747.0,1.133167392657125,0.07547337541114765,0.5605831629478176,95.43070495155125,39.32307692307692,219,275,247.0,17.02767749699158,16.14771359807461,2.069795427196149
2015-16,Jun-15,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,929500,23854,23854,0,145,23709,23709,0,22663,19889,932,679,107,2102,5092,1949,00:00:48,3142,1201,00:14:44,2633,1951,12637,8733,2298,1606,143,2525,261,1316,948,136636.5,42133.0,7921.0,4826.0,0.8,14.73,0.006078645090970068,12747.0,0.537643932683791,0.08228942595638787,0.5330043443418111,95.58817326753554,38.22406110757479,208,294,251.0,25.66325981710597,24.38192576654115,2.8327057557826785
2015-16,Jun-15,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,838900,13544,13544,0,96,13448,13448,0,12896,11009,622,679,46,1092,2977,1122,00:01:03,1855,720,00:14:51,1575,1012,6834,4959,1392,483,99,1489,140,708,641,136636.5,42133.0,7921.0,4826.0,1.05,14.85,0.0070880094506792675,12747.0,0.9478732897085068,0.0752528256989887,0.5081796549672813,95.89530041641879,38.81401617250674,184,285,234.5,16.144951722493744,15.372511622362618,1.877458576707593
2015-16,Jun-15,111AE9,SOMERSET NHS 111,11X,NHS SOMERSET CCG,543600,11425,11413,12,1219,9442,9440,2,5816,8334,635,438,18,17,1622,213,00:01:20,1362,251,00:21:16,1012,549,4984,3603,1095,286,303,1486,157,422,907,71741.0,12969.0,7921.0,4826.0,1.33,21.27,0.10669584245076587,12747.0,1.3500317729294642,0.05814446091929676,0.5278542681635247,61.59711925439526,18.4287812041116,512,518,515.0,21.01729212656365,10.699043414275202,1.8616629874908022
2015-16,Jun-15,111AF1,CORNWALL NHS 111,11N,NHS KERNOW CCG,553200,12394,12173,221,1501,10008,9847,161,5812,9294,165,509,20,20,1861,333,00:00:35,1528,310,00:20:25,1182,491,5488,3853,1349,286,517,1616,174,412,1030,79086.0,14880.0,7921.0,4826.0,0.58,20.42,0.12110698725189607,12747.0,1.2736810551558753,0.04906075139888089,0.548361310951239,58.073541167066345,20.287958115183248,518,510,514.0,22.404193781634127,10.506146059291396,2.1366594360086766
2015-16,Jun-15,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1158100,29385,29279,106,3546,23958,23941,17,14024,22060,905,890,68,35,5174,767,00:00:37,4407,1920,00:16:41,2562,1388,14275,9463,4031,781,361,3474,469,945,2060,187083.0,41369.0,7921.0,4826.0,0.62,16.68,0.12067381316998468,12747.0,0.5320560981718007,0.057934719091743886,0.5958343768261124,58.53577093246515,43.56705241660993,516,220,368.0,25.373456523616266,12.109489681374667,2.212244193074864
2015-16,Jun-15,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,434000,5371,5371,0,14,5332,5332,0,5212,3554,212,0,5,1561,731,298,00:01:19,433,108,00:27:08,337,367,2301,1519,374,408,74,475,72,289,114,136636.5,42133.0,7921.0,4826.0,1.32,27.13,0.002606590951405697,12747.0,2.39066016504126,0.06882970742685672,0.4315453863465866,97.74943735933984,24.94226327944573,45,466,255.5,12.37557603686636,12.009216589861751,0.7764976958525346
2015-16,Jun-15,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1112600,20844,20712,132,73,19787,19721,66,19494,16215,635,95,16,2826,7490,6401,00:00:01,1089,306,00:12:30,1637,1458,10189,7143,2177,869,949,1982,34,1291,657,194411.0,40485.0,7921.0,4826.0,0.02,12.5,0.0035022068700825176,12747.0,0.6442108455046243,0.07368474250770708,0.5149340476070147,98.5192297973417,28.09917355371901,18,423,220.5,18.734495775660616,17.52112169692612,1.471328419917311
2015-16,Jun-15,111AF5,NORTH WEST NHS 111,00R,NHS BLACKPOOL CCG,6726400,65728,65728,0,300,64818,64818,0,62331,57891,2832,0,542,3553,16143,6861,00:00:09,9282,4709,00:13:28,6982,6595,33228,22241,5732,5255,615,10471,1218,4417,4836,287395.0,189374.0,7921.0,4826.0,0.15,13.47,0.004564264849074975,12747.0,0.19665833564750532,0.1017464284612299,0.5126353790613718,96.16310284180321,50.73260073260073,166,131,148.5,9.771646051379639,9.266621075166508,1.037999524262607
2015-16,Jun-15,111AF6,BLACKPOOL NHS 111,00R,NHS BLACKPOOL CCG,467200,12051,12051,0,50,11863,11863,0,11440,10754,842,0,9,258,2421,1756,00:00:13,665,420,00:07:25,850,1019,6798,5519,968,311,110,1977,111,633,1233,44215.0,28432.0,7921.0,4826.0,0.22,7.42,0.004149033275246868,12747.0,1.0745174070639805,0.08589732782601366,0.5730422321503835,96.43429149456293,63.1578947368421,142,68,105.0,25.794092465753423,24.486301369863014,1.819349315068493
2015-16,Jul-15,111AA1,NORTH EAST ENGLAND NHS 111,00N,NHS SOUTH TYNESIDE CCG,2623300,57762,55475,2287,448,49919,48092,1827,48188,45845,1800,296,1436,1801,15600,8431,00:01:02,7169,2680,00:14:13,7802,4357,25135,16277,6095,2763,2937,5614,905,2632,2077,599588.0,132652.0,7921.0,4826.0,1.03,14.22,0.007755964128665905,12747.0,0.2553536729501793,0.0872813958612953,0.503515695426591,96.53238245958453,37.38317757009346,133,306,219.5,22.018831243090762,18.369229596309992,2.974116570731521
2015-16,Jul-15,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,733200,14279,14279,0,76,14203,14203,0,13588,11928,426,411,56,1382,2917,1292,00:00:46,1625,688,00:13:03,1692,1234,7524,5499,1485,540,266,1212,123,661,428,136636.5,42133.0,7921.0,4826.0,0.77,13.05,0.005322501575740598,12747.0,0.897486446525382,0.08688305287615293,0.5297472364993311,95.66992888826304,42.33846153846154,202,234,218.0,19.474904528096015,18.532460447354065,2.307692307692308
2015-16,Jul-15,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,213700,3005,3005,0,3,2985,2985,0,2956,3263,174,8,2,0,655,280,00:01:12,375,138,00:25:47,378,263,2170,1541,413,216,114,338,38,204,96,136636.5,42133.0,7921.0,4826.0,1.2,25.78,0.0009983361064891847,12747.0,4.27035175879397,0.088107202680067,0.7269681742043551,99.0284757118928,36.8,8,316,162.0,14.061768834815162,13.832475432849789,1.7688348151614413
2015-16,Jul-15,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,1002400,21291,21208,83,137,20843,20762,81,19701,18301,1,0,1,2540,4363,1613,00:00:28,2750,1095,00:12:18,1791,1850,9444,6385,2145,914,438,4778,193,965,3620,76577.0,39561.0,7921.0,4826.0,0.47,12.3,0.006434643746183834,12747.0,0.6115722304850549,0.08875881590941803,0.4531017607829967,94.52094228278078,39.81818181818182,276,268,272.0,21.24002394253791,19.653830806065443,1.786711891460495
2015-16,Jul-15,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1006500,23291,22881,410,266,22718,22330,388,21484,21694,3,1,2,1018,5436,1946,00:00:18,3490,1330,00:13:05,2104,2034,12164,7868,3464,832,797,4595,263,1168,3164,80800.0,34052.0,7921.0,4826.0,0.3,13.08,0.011420720449959211,12747.0,0.5610969275464389,0.08953252927194295,0.5354344572585615,94.56818381899815,38.108882521489974,272,296,284.0,23.140586189766516,21.345255837059117,2.0904123199205165
2015-16,Jul-15,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,140000,4975,4955,20,103,4662,4642,20,4493,4487,32,41,20,82,758,737,00:00:38,21,11,00:08:11,509,344,2958,1653,733,572,264,412,107,233,72,31137.0,9207.0,7827.0,4227.0,0.63,8.18,0.020703517587939698,12054.0,2.5855855855855854,0.07378807378807378,0.6344916344916345,96.37494637494638,52.38095238095239,147,115,131.0,35.53571428571429,32.09285714285714,3.6357142857142857
2015-16,Jul-15,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,568200,9259,9259,0,33,8881,8881,0,8580,8346,1208,141,41,0,1581,975,00:02:18,606,277,00:12:21,916,740,4467,3265,955,247,325,1898,230,395,1273,136636.5,42133.0,7921.0,4826.0,2.3,12.35,0.003564099794794254,12747.0,1.4353113388131966,0.08332395000562999,0.502983898209661,96.61074203355477,45.70957095709571,127,196,161.5,16.295318549806407,15.100316789862724,1.612108412530799
2015-16,Jul-15,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,295700,11308,11308,0,60,11248,11248,0,10738,8846,498,70,44,1790,2381,799,00:01:06,1582,637,00:16:28,1127,926,5217,4003,974,240,167,1409,106,717,586,136636.5,42133.0,7921.0,4826.0,1.1,16.47,0.005305978068623983,12747.0,1.1332681365576103,0.08232574679943101,0.46381578947368424,95.46586059743954,40.26548672566372,214,260,237.0,38.24146094014204,36.313831586066954,3.8112952316537028
2015-16,Jul-15,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,380800,4675,4675,0,28,4647,4647,0,4455,3803,200,91,14,539,1064,357,00:00:45,707,281,00:16:57,511,403,2230,1710,419,101,100,559,47,292,220,136636.5,42133.0,7921.0,4826.0,0.75,16.95,0.005989304812834224,12747.0,2.7430600387346677,0.08672261674198407,0.4798794921454702,95.86830213040672,39.74540311173975,191,270,230.5,12.276785714285714,11.69905462184874,1.3419117647058822
2015-16,Jul-15,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1143000,28812,23004,5808,237,24855,21869,2986,23991,19881,0,20,0,4954,5865,4313,00:00:55,1552,1079,00:10:43,1862,2062,12633,9063,2596,974,710,2614,497,1504,613,387646.0,165872.0,7921.0,4826.0,0.92,10.72,0.008225739275301958,12747.0,0.5128545564272782,0.08296117481392074,0.5082679541339771,96.52383826191912,69.52319587628865,134,44,89.0,25.20734908136483,20.989501312335957,1.6290463692038495
2015-16,Jul-15,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,215100,4886,4722,164,0,4886,4722,164,4830,4370,5,0,8,503,1274,648,00:07:14,626,168,00:15:51,424,300,2479,1448,849,182,305,862,72,270,520,21138.46667,9782.483333,7921.0,4826.0,7.23,15.85,0.0,12747.0,2.608882521489971,0.06139991813344249,0.5073679901760131,98.8538681948424,26.837060702875398,10,442,226.0,22.71501627150163,22.454672245467226,1.9711761971176198
2015-16,Jul-15,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,658400,14821,14625,196,49,14688,14495,193,14103,12396,1662,17,21,592,2343,840,00:01:20,1503,565,00:22:34,1245,1208,7814,5484,1586,744,883,1246,112,709,425,136636.5,42133.0,7921.0,4826.0,1.33,22.57,0.003306119695027326,12747.0,0.8678513071895425,0.08224400871459694,0.5319989106753813,96.0171568627451,37.59148369926813,176,303,239.5,22.51063183475091,21.42010935601458,1.890947752126367
2015-16,Jul-15,111AB9,NORFOLK NHS 111,06W,NHS NORWICH CCG,783600,25518,21766,3752,459,22726,20411,2315,21018,16311,0,0,467,5948,4238,3388,00:00:47,850,629,00:09:20,1893,1423,9447,6403,2217,827,1007,2541,467,1113,961,136636.5,42133.0,7921.0,4826.0,0.78,9.33,0.017987303080178697,12747.0,0.5608994103669805,0.06261550646836223,0.4156912787116078,92.48437912523102,74.0,348,27,187.5,32.56508422664625,26.822358346094944,2.4157733537519146
2015-16,Jul-15,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,626600,12784,12784,0,50,12734,12734,0,12239,10879,373,307,33,1142,2662,1270,00:00:52,1392,568,00:12:28,1393,1104,6824,4718,1435,671,377,1181,74,593,514,136636.5,42133.0,7921.0,4826.0,0.87,12.47,0.003911138923654568,12747.0,1.0010208889586933,0.0866970315690278,0.5358881733940631,96.11276896497566,40.804597701149426,171,255,213.0,20.40217044366422,19.532397063517397,2.223108841366103
2015-16,Jul-15,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,1007700,19056,18818,238,18,19038,18802,236,18774,17022,17,3,24,1972,5211,2791,00:06:51,2420,685,00:17:09,1275,1398,10105,6143,3321,641,793,3451,332,1225,1894,86627.21667,44119.4,7921.0,4826.0,6.85,17.15,0.0009445843828715365,12747.0,0.6695556255909234,0.07343208320201702,0.5307805441748082,98.61329971635676,28.305785123966942,14,419,216.5,18.91038999702292,18.630544805001488,1.26525751711819
2015-16,Jul-15,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,771500,16240,15955,285,4,16236,15951,285,16094,14260,226,30,22,1698,4528,2453,00:03:44,2008,417,00:14:07,1123,1231,8929,5812,2597,520,913,2064,194,1258,612,2646.416667,1218.816667,7921.0,4826.0,3.73,14.12,0.0002463054187192118,12747.0,0.7851071692535108,0.07581916728258192,0.5499507267799951,99.12540034491253,20.766932270916335,7,507,257.0,21.049902786779,20.860661049902784,1.455605962410888
2015-16,Jul-15,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,871900,23408,14318,9090,103,17852,13492,4360,17338,14465,16,21,231,3119,3997,3032,00:00:34,965,660,00:11:00,1615,1209,9796,5815,3201,780,290,1555,280,950,325,382993.0,127045.0,7921.0,4826.0,0.57,11.0,0.004400205058099795,12747.0,0.7140376428411382,0.06772350436925835,0.5487340354021958,97.12077078198521,68.39378238341969,84,48,66.0,26.847115494896205,19.88530794815919,1.85227663722904
2015-16,Jul-15,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,702300,16886,16886,0,107,16525,16525,0,15578,14679,2,1,1,1842,3579,1239,00:00:12,2340,864,00:13:09,1412,1495,8507,6291,1920,296,306,2959,146,818,1995,69627.0,32545.0,7921.0,4826.0,0.2,13.15,0.0063366102096411225,12747.0,0.7713767019667171,0.09046898638426626,0.5147957639939486,94.26928895612708,36.92307692307693,293,311,302.0,24.043855902036167,22.181403958422326,2.010536807632066
2015-16,Jul-15,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,268900,4993,4993,0,41,4952,4952,0,4761,4149,182,159,33,429,1065,461,00:01:18,604,262,00:13:44,460,483,2637,1746,510,381,55,514,61,271,182,136636.5,42133.0,7921.0,4826.0,1.3,13.73,0.008211496094532346,12747.0,2.5741114701130856,0.09753634894991922,0.5325121163166397,96.14297253634895,43.377483443708606,168,223,195.5,18.568240981777613,17.705466716251394,1.7106731126812942
2015-16,Jul-15,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1044200,19129,19129,0,131,18703,18703,0,17776,16653,2,1,1,2046,3778,1344,00:00:15,2434,973,00:11:48,1751,1510,8032,5302,2024,706,505,4855,226,777,3852,69378.0,33939.0,7921.0,4826.0,0.25,11.8,0.006848240890794082,12747.0,0.68154841469283,0.08073571084852697,0.42944982088435013,95.04357589691493,39.97534921939195,243,265,254.0,18.319287492817466,17.023558705228883,1.6768818234054779
2015-16,Jul-15,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4618700,74111,73243,868,150,73464,72687,777,72001,65579,0,0,0,7885,18023,6915,00:00:41,11108,5338,00:13:52,6609,4931,36559,25654,7963,2942,4405,13075,897,4341,7837,367932.9667,252442.05,7921.0,4826.0,0.68,13.87,0.0020239910404663275,12747.0,0.17351355766089513,0.0671213111183709,0.49764510508548404,98.00854840466079,48.055455527547714,27,162,94.5,16.045857059345703,15.589018555004655,1.4309221209431224
2015-16,Jul-15,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,317000,3761,3761,0,25,3736,3736,0,3579,3007,173,60,18,478,883,309,00:01:13,574,238,00:17:28,338,309,1795,1382,324,89,71,494,49,268,177,136636.5,42133.0,7921.0,4826.0,1.22,17.47,0.006647168306301516,12747.0,3.4119379014989293,0.08270877944325482,0.4804603854389722,95.79764453961455,41.46341463414634,193,247,220.0,11.864353312302839,11.290220820189274,1.0662460567823344
